	CFU_E_1	CFU_E_2	CFU_E_3	Pro_E_1	Pro_E_2	Pro_E_3	Int_E_1	Int_E_2	Int_E_3	Late_E_1	Late_E_2	Late_E_3
ABCF1	4.71216891078263	4.30448174094342	5.08979184259675	4.53997043415655	3.71438541501474	4.68604252927836	3.16580050410591	3.1394805379531	3.71679855346121	3.31285754207537	4.68934310686519	4.27493775670709
ABCF2	3.09622933228065	3.13373365593352	3.57657655257463	3.17509872757702	2.68624857686257	3.50446948253013	1.73573252088559	1.64413023348296	1.88966722611502	1.54000484404715	2.02276137066504	1.9423547520008
ABCF3	1.33439626685653	1.26175157718399	1.38008993679152	1.18158367326475	1.23648888971495	1.38134486121015	1.14865831659464	1.06521288223466	1.18274437353104	1.00395089914327	1.1883140203845	1.25814717253419
ABCG1	0.945457128109778	0.943905881927746	0.981502958261904	0.954541490792455	0.999839714089856	0.955119519556871	1.00328461721363	0.952265787697698	0.937647909745813	0.984003699324456	0.976207210742939	0.995583346642638
ABCG2	1.60231261673247	1.99055082104137	1.90196483279856	1.88280071150904	1.95658009810309	2.14795372777275	2.49601934680842	2.58441215120976	3.46125587598246	6.10991785297506	3.63398995069346	4.16494441028887
ABCG4	0.957544783102806	1.02959860296009	1.07454748741352	1.03144595907463	1.04840915809811	1.07755768003421	1.04604723413779	1.04523827339979	1.02570823316392	1.06699345668242	1.1376783994777	1.1499078035218
ABCG5	0.949797979465284	0.932388376451816	0.872397527726584	0.933497868460876	0.913963234252383	0.911497452262803	0.926084753792171	0.894335376617399	0.932992352678307	0.925373488580157	0.915306391505222	0.877610132564753
ABHD10	2.76382221156527	3.22090158321258	2.93771333991852	2.68712570377489	3.43233936799295	2.95436510991393	2.98946441469869	3.206329776258	3.12990237549758	1.72049243671354	1.13266709269869	1.30331309113614
ABHD11	1.3698587695711	1.63043534642503	1.65885109613561	1.57045364657686	1.58106132957585	1.58825411216983	1.33326480763643	1.32513974016883	1.23625282979663	1.15777989823037	1.22377113372757	1.22206485600517
ABHD17A	2.93352303382926	1.85887887891704	2.24527021587205	3.0005848545364	1.76536973921081	2.63876890176458	1.68346141314971	1.54599541194378	2.64317749611904	2.16349031964292	1.62725773656754	2.51726717294863
ABHD17B	3.28214822892244	4.5973684418465	3.79774772908814	2.98535391413577	4.22431634618006	3.43990824734807	3.28404629409293	3.33263863671836	2.70557396700048	2.07342066979333	2.53770002737444	2.29606866073529
ABHD18	1.81434424401386	2.11007718123776	2.12247555950348	1.66011137980461	2.26360157375042	2.25122357047564	2.73478938793879	2.8335773769493	2.90308900400171	1.83290590449191	1.56160868196921	1.69343218815233
ABHD2	2.52601726341798	2.70362404454451	3.03634781167139	2.67336920304914	2.94734634183799	2.78174807461104	3.38444090277922	3.43839404147234	2.67304587565083	1.70296694630381	1.2458153422234	1.38075525995571
ABHD3	1.47812978969562	1.66469903722598	1.66030537768006	1.48390157731928	1.57069161679336	1.70940314418118	2.07534361475601	2.1149173774821	2.14367389814269	1.87302031849631	1.63884496937165	1.76121646359738
ABHD4	1.22670189346196	1.22247278961145	1.34240003742462	1.34234502128999	1.20853945967056	1.32544572325534	1.39880479290102	1.36495570423799	1.71558751253921	2.32538002857456	2.244914557974	2.25117591893766
ABHD5	1.91043154309865	2.13765812078007	2.02940890136949	2.39264366528964	1.99669813861009	2.25069689185563	2.92770190973128	2.84680026535339	3.62208812334846	5.622144258276	13.769311202813	10.7103705559006
ABHD6	1.03960060687758	1.12552869018308	1.13487153189493	0.97801401280739	0.96800084813833	0.975800855744036	0.978103605420381	0.962851161907373	1.01108450842203	1.09335090973378	1.03931903200679	1.07128890956308
ABHD8	0.965653558297856	0.883613274645667	0.959362735899443	0.955795045595167	0.887026201570833	0.902891718491713	0.943015501938024	0.947751525643098	0.985592453299886	1.0120246520941	0.968879700037915	0.939014995553184
ABI1	2.45172192371212	3.85594288495888	3.36505605846052	2.88477158440878	3.8142396665229	3.31161958666215	4.10381364681628	4.09864728530974	3.73570084856083	2.98278735605876	3.60720205143226	3.12293548441458
ABI2	2.24011303047901	3.14564793418004	2.83970974131474	2.40400047130329	2.84744257637934	2.72490751855763	5.0110470758698	5.07193852377911	4.39286458271808	2.95272339565539	1.79088179306491	2.06292082273758
ABI3BP	0.93065266422429	0.922977523074398	0.910547298695263	0.944930058387482	0.938522136577411	0.899557406225729	0.916787639140633	0.904590689501929	0.952450094379825	0.955891166891634	0.997665589184335	0.993787503350133
ABL1	3.35613959001044	2.92432398203501	3.45550814293746	3.54669438206195	2.85817512972243	3.72403259710121	2.60978069409458	2.72461466706258	3.23743057060306	1.73640088940216	1.25336451000279	1.40716977589061
ABL2	1.67369625088449	2.08938906111902	1.893328687432	1.68397310581644	1.90432857512128	1.82855770932645	1.43673271357068	1.30353807720057	1.18541164899756	1.07717390008687	1.0722534391846	1.07599358499659
ABLIM1	1.46458147994931	1.8529079460344	1.68138701634354	1.21091860270646	1.23665026820412	1.56769597761699	1.10672688280578	1.0419764402825	1.12154831564604	1.29380558098101	1.07775834673249	1.33265718793052
ABLIM3	0.998297245019524	0.992972740383821	1.05834786970505	0.967241148727607	0.95335159608007	1.00532680617437	1.05446907538151	0.968239558441854	1.02715119206955	1.00866377516208	0.937546413816468	0.986386818439255
ABO	1.1412392846157	1.14035081222189	1.15959986098225	1.0939378905808	1.14396380994494	1.20588065148646	1.24509884728575	1.15260276395769	1.13184103790306	1.18736400028324	1.2019400124304	1.22892154347256
ABR	1.07818925960779	1.08576595364483	1.19311819292096	1.00541673577773	1.0073664898833	1.02856708112378	1.08127097734465	1.03949396090339	1.01838206406094	1.04874889457118	1.06728728517541	1.09335769675039
