	DBA_A	DBA_B	DBA_C	Control_A	Control_B	Control_C	Control_D	Control_E	Control_F
ALS2CL	1.2814227538288	1.10651423668874	1.15596666280978	1.09645334761665	1.10144539271902	1.13153990991751	1.26010594431075	1.30819816872843	1.18420184413426
ALX1	1.03881017646057	1.06593817657907	1.08250974814084	1.05775356477104	0.985210429543799	1.01275171009734	1.0269259836435	1.05216502221033	1.02671905023634
ALX3	0.94332666091428	0.998836961294891	0.980093548012758	1.00377698684721	0.975349293581814	1.01330205123549	1.02672304902426	1.00726473702594	1.00048242662247
ALX4	0.787970680339553	0.784428675761981	0.792568128677369	0.800905384098103	0.772143172135753	0.74816869667172	0.8053530797646	0.806210928965955	0.852425159981664
AMBN	1.16074162461655	1.05950640068099	1.07433700629863	1.05065105706225	1.01141379033653	1.05229842383231	1.0865546256534	1.04555197191454	1.05989129378144
AMBP	1.05361003222871	0.964370273956668	1.09666524187744	0.982762697178916	0.933304942700077	0.944228780920345	1.02753622870545	0.93170359457459	0.994549645945921
AMBRA1	1.66427206226533	1.44618701165131	1.49496142650149	1.45086128322773	1.4373055299494	1.46276741065288	1.4960377653195	1.51524722105821	1.58099566168475
AMD1	4.02059859833233	4.20510819953498	4.2478167208594	3.9375974416488	4.30139032924802	4.94404685033344	4.30269203556139	4.58345906882623	4.26840117289882
AMELX	0.905218265744784	0.901236198064149	0.873227674162387	0.944914072023677	0.891046236922376	0.893916316401576	0.868820579352012	0.869496630037033	0.899555503781611
AMELY	1.05772857914384	0.904219916397727	0.939264194640331	0.975188368376553	0.964260712225181	0.930495762636294	1.02077758082947	1.00247639596532	0.962994347870132
AMFR	1.37138669974787	1.26958682621592	1.34172229437563	1.18974082322572	1.31258272214054	1.32961031335224	1.231416295827	1.1965342128705	1.20311603549645
AMHR2	1.10298365606522	1.07245704474931	1.09759887151598	1.03152004342331	1.06986498963106	1.10534581455333	1.0743589512283	1.14551808060265	1.05125691395057
AMIGO2	1.1036801613993	1.05142297607949	1.03457459558953	0.988559793340425	1.05368761557886	0.997497822198744	1.00717796984001	1.02200146902004	1.07640016208533
AMMECR1	5.06428724608096	6.61618872589189	4.5545790002728	6.00324466418069	3.78180854643776	3.7129668695569	5.61750798451803	3.38789566243564	4.50027816406165
AMN	1.00857772481853	1.04530404835396	1.05273920929114	1.03111589371959	1.07807191474174	1.0302219862439	1.0311060021104	1.03239579631327	1.06038989869048
AMOT	1.0929654670809	1.1467759971306	1.19290472396448	1.07943831914121	1.06037247591836	1.09629966033809	1.1720635038579	1.0812504251348	1.07963381242622
AMOTL2	0.873236388825141	0.8293673362374	0.886372083314298	0.906635802670958	0.915052405320249	0.887665494863402	0.896189736173465	0.87605779191107	0.906900207219893
AMPD1	0.930771024443886	0.968227757766956	1.00900839421529	0.990088957167063	0.951896482957361	0.894419056138649	0.937926360742585	0.988879418991426	0.912928175249897
AMPD2	2.23524215527169	1.8643272501965	2.02122996183426	1.55936918200767	2.0424633597982	1.89969744845648	2.16303596668014	2.24614456476763	2.0087235677618
AMPH	1.05638468573985	1.03180072040014	0.998009927888285	1.03674909332551	0.993365788716699	1.00611808127781	1.01762602906229	0.986217900771002	1.04214828088295
AMT	2.53196056964898	2.20490929839227	2.42768719235318	1.79562909763601	2.73152054959856	2.40214562753766	2.4014278415015	2.43595355540685	2.03448381186369
AMZ2	2.0939717887689	1.95233415076883	2.3371616670353	2.60431366666069	2.07187882213768	2.28601977296781	2.19343323147072	1.99396257709428	2.13109271148101
ANAPC10	1.74125217713274	1.5022747483318	1.67024960256172	2.29084814496584	1.82174111926967	1.83804755217657	1.64064907471315	1.30920341738304	1.66171565703742
ANAPC13	4.4012895819059	4.19313475045113	4.98458815537958	4.56500960801914	5.49322800936933	5.33702035786989	4.52556030267019	4.96490838884372	4.53339185642125
ANAPC15	1.3139631010653	1.23089946432853	1.31662625814587	1.33021663810046	1.328588375463	1.55711042477949	1.50086561429065	1.46626384647308	1.30396346672156
ANAPC2	1.12491750092365	1.08116869815811	1.16159720287685	1.06123888150862	1.08812456917614	1.14081846643795	1.09636809795531	1.13511931200118	1.17552935914036
ANAPC5	5.03410102467227	4.35482329501397	4.54263718394583	4.71817574124819	5.53857280582067	5.18556974659107	4.92693092941193	4.54396260192743	4.28791661295094
ANGEL1	1.78716242390448	1.66850498347604	1.62743980704377	1.59785388136627	1.61232792627538	1.58459609354708	1.72590883345495	1.59484383203047	1.60816064774899
ANGEL2	2.67250249430357	2.14480986321646	2.31426433770336	2.35405025893702	2.18071410409748	2.15379527609943	2.58112727293983	2.07663469500741	2.53140709447383
ANGPT1	2.10178233879998	2.50246955185984	3.0354122276932	2.1423084300226	2.32540958078112	2.40563380150961	2.1773882942448	2.3351060231666	2.40280179673691
ANGPT2	1.20172426077758	1.08860317581523	1.20948749321427	1.01147610546184	0.962802903598617	1.11202301207458	0.931837228950119	1.14949250553587	1.01058722962806
ANGPT4	1.0665702580896	1.12510508749504	1.14499621913787	1.12146589979652	1.10292082028402	1.09279450677635	1.13869862280743	1.10651676942087	1.08990500332259
ANGPTL2	1.05364049295517	1.0085008982221	0.989980415388173	1.05648012891805	1.00997204338429	1.01537922913579	1.04750073693706	0.992442639258268	1.05022954787081
ANGPTL3	0.911966362113921	0.811162471292994	0.837007974653	0.904825870704625	0.861466792401251	0.8351217127234	0.867410512016579	0.839443437472229	0.874281848784218
