	Ery_C1_cells	Ery_C2_cells	Ery_C3_cells	Ery_C4_cells	Ery_C5_cells	Ery_C6_cells	Ery_D1_cells	Ery_D2_cells	Ery_D3_cells
CRIP2	1.02177605505643	0.888961010131943	0.922571123750281	0.907666945941737	0.989199627185938	0.936226081250113	0.960793668410814	0.943252223589964	0.988037143387584
CRIPT	2.07115920839741	1.78343959037364	2.14898990156235	2.16549125385638	2.04136505206725	2.0846628716887	1.97721327182792	2.05663179462161	2.38735882590857
CRISP1	1.00286211718328	0.989220492830023	1.02268048012227	1.02164820820767	0.993343977263589	1.07423911761307	1.04719162827915	0.985894254584826	1.03318303375047
CRISP2	1.13627630402937	1.10904227081974	1.03141647918311	0.893975240342338	0.967704920120377	1.19853086957601	1.02710189586964	1.19575927539626	1.06652105453534
CRISP3	0.91198903678816	0.905401838429394	0.921728936290278	0.904068839378625	0.912774216193824	0.928322074678734	0.887237071564122	0.958029595783815	0.942578589023745
CRISPLD2	1.22045169739683	1.07555159068796	1.20264795833581	1.06563548889534	1.13321254833192	1.27293055366347	1.21238212961811	1.16128748653897	1.15646101018633
CRK	1.80302604889712	1.4478922401134	1.6192919404964	1.872990616999	1.33330770320376	1.48103658380394	1.74763423721705	1.80661428462358	1.74941915629271
CRKL	3.19932679854029	3.11681250327557	2.98217778986677	3.09171357230501	2.71465151174225	3.67218954899944	3.66587020323701	3.53113129467709	3.43526017969164
CRLF1	0.953850271663529	0.959238976406397	0.947861365081128	0.925766615010925	0.921062276705715	0.959343320908893	0.910384404664673	0.972769166163661	0.973604289158093
CRLF2	0.836488578419127	0.870083651786274	0.863366278502544	0.865707667344982	0.856090729816794	0.858646151994716	0.853332564695714	0.886883096193171	0.892815951098167
CRLF3	3.60418054783607	2.48683275356749	2.55835260764596	2.70021757127586	2.74781515322115	2.8562355867425	3.07931147228367	3.11461879137773	3.04154013165351
CRMP1	1.14394831873739	1.0797234604115	1.10398433754289	1.10994131315029	1.04106476035837	1.05278962407181	1.05919667128182	1.02798241343162	1.02871686346962
CRNKL1	2.13461112272599	1.74206933984983	2.16933182923158	2.3612462084159	2.03557092671575	2.7118666792111	2.457554755924	2.3361336037038	2.51985374590033
CRNN	0.949376767063041	0.910039259326686	0.895905629639137	0.912834893584768	0.893141084753175	0.902114794874004	0.837732535213592	0.892008092227136	0.873740545351857
CROCC	1.00362463511086	0.949250544608252	0.95849399968949	0.953703107637742	0.940563114500044	0.967958698159887	0.947154096320603	0.968273170087548	1.05531062592456
CROCCP2	3.64925968109701	2.97194802286121	2.46129212452683	2.2335057243961	2.57814504682698	2.7964202488451	3.31498352160811	2.66725318224174	2.63875243625437
CROCCP3	1.02099782845874	0.984199005190784	0.993377108521753	1.01231397606035	0.980888575109108	0.970210578959405	1.01981335856762	1.00258290724097	1.03998112168334
CROT	1.47259507220211	1.40300120797659	1.3846214790229	1.41459896960459	1.47992595398816	1.52342723560152	1.51362501606868	1.53860819279708	1.73479657765889
CRP	1.03678511436504	1.07461326574268	0.972576067618068	1.00240473580076	1.04734512973326	1.00334395363951	0.999745025149201	0.958651652909718	0.99786235009254
CRTAC1	0.977451830462001	0.97992097080064	0.943708852931451	0.976485664020796	0.985633666965177	0.987642003922759	0.981217952123132	0.928655167707387	0.943841890368787
CRTAM	0.872213162121071	0.88605591508219	0.846987412630052	0.842498271258464	0.867290632416994	0.863374478498005	0.82459028674429	0.879173984959701	0.927863937133819
CRTAP	1.36825487489265	1.5446414581162	1.67042046634466	1.57098515357862	1.43106612902742	1.45635849747863	1.62490211773809	1.38267203038221	1.53294061592777
CRTC1	1.14907747700995	1.1520468305501	1.17130273608177	1.16624088330048	1.11710213431394	1.12495649606655	1.1620125479996	1.17258927430942	1.16267463573404
CRTC3	2.9435347940182	3.29377459599857	3.03206045923549	3.43965057892164	3.45251753864691	3.31575640074919	3.6144833742119	3.44402969565869	3.30349692848955
CRX	0.95274914123975	0.969902144610472	0.952545147870116	0.944042006632678	0.982900790497818	0.972171244330761	0.961028886486483	0.960022742260693	0.961126569707546
CRY1	2.83121997728198	2.90973295637954	2.06216224683494	2.31761574894805	2.32599881386034	2.62700859176907	2.77327208675271	2.36858841784166	2.93264670160718
CRY2	1.38942901169772	1.28783023630069	1.2425124452878	1.30268989055708	1.26303113294229	1.25759488463294	1.38117883646106	1.32224440129211	1.26820430758257
CRYAB	1.00797910935065	0.987619133848603	1.00554566080522	1.02697112372519	0.956951990848957	1.03258359139352	0.993469785669632	1.03753159725332	0.971700444103915
CRYBA1	0.868677017154806	0.871272566535707	0.893515313375795	0.857748711613661	0.880749716224511	0.86051516552469	0.899131605738626	0.870582325875499	0.907345380983253
CRYBA2	0.808303687527217	0.788420270713645	0.75637203887407	0.778311039557374	0.79323851203424	0.84701373997443	0.869484497319688	0.796469480845396	0.834350189947532
CRYBA4	0.90903583942774	0.891703900722007	0.905987156380127	0.903507355378519	0.900504023800112	0.904076313984473	0.897205482348793	0.886985575942567	0.894339831686604
CRYBB1	0.896168803648552	0.920064329663907	0.889390098741413	0.857760967278179	0.918238094700353	0.930818815636498	0.891475277450438	0.884174682624115	0.874737664549047
CRYBB2	1.0499718843957	0.998910587552772	0.982949121233075	0.99865248868079	1.00732352495006	1.01892258482926	0.981984620228093	0.991798620172126	0.97893852576399
CRYBB2P1	1.35188167995457	1.24211547044889	1.16766608241605	1.15804294334848	1.15496591294857	1.11307152604671	1.23596273193664	1.32296204201747	1.23602757376193
CRYBB3	0.831634889599495	0.860530681672606	0.86732310167942	0.899910393770048	0.824934325401756	0.820616419167087	0.848284855080388	0.868116609944586	0.870032681613125
CRYBG3	1.18181053571576	1.26639839408353	1.21958862813201	1.2892360285272	1.23587766129334	1.31335192038264	1.33971970648708	1.13122384460192	1.33279954400494
CRYGA	0.921674438129539	0.932132528262165	0.901385387611248	0.960376030851653	0.957460118366029	0.916182038400321	0.944295515756923	0.861212934984486	0.925171766155165
CRYGB	0.994769248091071	0.944902212146036	0.956502194284381	1.02749770549057	0.919604771404604	0.99103510603616	0.966594314065009	0.938525100125744	1.02248053743305
CRYGC	0.893213616151481	0.867109972580655	0.881121378357637	0.895723044135803	0.839932150200092	0.894140311394875	0.883207316008127	0.878183633232009	0.87440629827918
CRYGD	1.14386438810961	1.16655565282147	1.19467148701473	1.23956231014868	1.21369491143268	1.06882830224782	1.07484372477304	1.07175761418939	1.22961646441149
CRYL1	1.34038788725434	1.4746150764138	1.56654041969978	1.42953111208061	1.25159272584426	1.42367857912817	1.36332662790478	1.47852512976421	1.38870139614164
CRYM	2.10221935178537	1.9035826055143	2.02534066894134	2.02890074904834	1.73331610017496	1.76822509185593	1.85649589835065	1.67870428882863	1.96882277247402
CRYZ	1.87023626181764	1.87331885407629	2.34287503174982	2.44329606171065	1.8677641952512	2.93607274967242	2.31674519937723	2.70486429639215	2.02202038864277
CRYZL1	1.53860997145297	1.46525393208504	1.67465969399651	1.60738327980044	1.25313883454864	1.37821114272291	1.37348658122982	1.48652742975898	1.44973146721653
CS	2.48510277504778	3.04503792756737	2.90206510790248	2.84604072403642	3.27213054877522	3.79149867245991	3.2246529418756	3.81123613458202	3.30643588517799
CSAD	1.05837915129593	1.13983040938633	0.992664464956513	0.996929188985912	1.12227743750476	1.02583156329385	1.1611876403173	1.04127508713991	1.05310993621896
CSDC2	1.05731470570205	1.07613999316973	1.0413920223314	1.07953520250268	1.07881610368723	1.12610380159556	1.15951547142114	1.17827634958266	1.14071538913826
CSDE1	5.26190235895364	6.3039575697998	5.96925502343346	6.36671592525274	6.1042691992871	6.11673722353121	5.45404762000087	5.73121217286676	5.92487771333816
CSE1L	4.66904992665217	4.44239214132171	4.15062914573507	4.80363609892612	3.76831777556836	4.30854545199007	4.81046994969203	5.27655607020128	4.41398590005909
CSF1	1.69604886435697	1.7951561363096	2.02990372822223	1.99385945289002	2.03795889535103	2.30892789288526	2.29589788707575	2.30614928504229	2.52649853487663
CSF1R	0.911625520481856	0.94870991864518	0.928152540302159	0.950753634026757	0.973201407717863	0.902612231729067	0.971896704785098	1.01156513918307	0.926064124363439
CSF2	1.01381408547555	1.00786723782325	0.991008525131234	1.00860114081551	0.999834171356669	0.984122475009622	1.0314195184065	1.01962660049562	1.00154814761942
CSF2RA	0.971429045106889	1.02374540278227	1.02248178637269	0.999859405748885	0.926256692606662	0.955909875935211	0.944248356904732	0.977170839411333	0.999859183202942
CSF2RB	4.23139429092137	5.58273282611319	4.86970020827406	5.2803752233724	6.07275763558769	5.84261464350043	5.0091622115795	4.57669768595783	5.45887258790613
CSF3	1.08470233235276	1.09424107228217	1.04224595203177	1.10418511731949	1.0796104867604	1.00069577816925	1.13361316051568	1.08063598546088	1.08979131938731
CSF3R	0.961922891092281	1.03919419560242	1.09411510944526	0.973604120445341	1.16587566027246	0.99910515097208	1.00327947495338	0.999872386654555	1.22558673797193
CSGALNACT1	0.972976117819016	0.993372907570667	0.94176554989876	0.958246201234595	0.95902470950402	1.06728548174021	1.11716968598043	1.00922496221796	1.1907685939389
CSGALNACT2	1.96777019117411	2.21991744234742	1.74829198963118	1.91931179258054	1.87560172944472	1.84263888904566	2.10228052210481	1.52590245697268	2.14848965254564
CSHL1	0.908491426264946	0.938141390519605	0.913362402309789	0.972359633527743	0.905368033593885	0.910148395542142	0.863243820451671	0.893001636576669	0.917177413310247
CSK	1.34201666481906	1.38628509550815	1.47907328834043	1.38184644057708	1.67445798739498	1.63426346063182	1.62443460308943	1.41574680651327	1.57391100397259
CSN1S1	0.983321894439421	1.00802335060474	0.970816800216621	0.94674106420743	1.00911672564404	0.936435954017185	0.948881473813398	0.942753624969439	0.985044540039508
CSN2	0.929909727109093	0.968528876180074	0.957091670243424	0.969844393318894	0.917009172662468	0.965331766460826	0.913934383911125	0.934060958574493	0.948581596811291
CSN3	0.933585328027001	0.995356732162172	0.984830502397848	0.986336438563804	0.948062513186549	0.991447565469508	0.981009443872494	0.968394356344947	0.948287090513518
CSNK1D	1.84386342024668	2.19199726264091	1.8319413861452	2.04003662663149	1.83552938406466	2.12575981961895	2.61779003710403	2.37891804334649	2.21005547827308
CSNK1G1	0.907221425057814	0.898785193010335	0.895649406020965	0.90104188926901	0.860514925613784	0.860676524071533	0.90185902854046	0.880608092086957	0.88824690665062
CSNK1G2	2.28324560212861	2.86659546331773	2.58993261289022	2.41344047280051	2.5424380693149	2.21195378174156	2.48727834608606	1.97503759677836	2.58124288127768
CSNK1G3	1.52885985787757	1.77529715496248	1.53801698247117	1.64701123280662	1.46618184620802	1.64839605954044	1.84594224816443	1.67923732700288	1.65323092340508
CSNK2A2	1.52150926141802	1.55125053962942	1.60095310223693	1.54292455543207	1.5074360999917	1.40091748468703	1.53172489955473	1.72725533082328	1.53911501869872
CSPG4	0.924586097967406	0.883848289729282	0.906176505893208	0.861523546857474	0.916700270584909	0.919821470649836	0.879963103055646	0.896834008525584	0.913785498897408
CSPG5	1.45033614053452	1.36546445308234	1.45885017138052	1.40529261937772	1.32954213273192	1.53609568791386	1.28928234267231	1.41319632941566	1.30217318672153
CSPP1	1.23170733574161	1.29767632748541	1.14769015085884	1.16067276664102	1.38777089531363	1.33719799067644	1.65849898464461	1.13355430157784	1.28886786271878
CSRNP2	1.11980002272743	1.12282414546144	1.21338272480629	1.50169909749156	1.17920426517754	1.2530752134022	1.39936779229043	1.09447935391118	1.39190205820131
CSRNP3	0.967502399531103	0.918692696410748	0.878462912078865	0.951531098461427	0.875509395850888	0.975071333316724	0.88112541743906	0.875345426344076	0.927623642357859
CSRP1	1.53805331700776	1.84473169742143	1.77417637828733	1.8082900606722	1.8444692121323	1.7829604362128	1.87164674580088	2.13989687944931	1.9997978130267
CSRP2	1.1613983047717	1.07417741224672	1.0144257109765	1.02666132298004	1.08296038938417	1.07505281647805	1.12531928437216	1.03576361176134	1.12585338728665
CSRP3	0.927522231425952	0.931551550119256	0.918560111598174	0.937124871580036	0.919169635933442	0.973842883490016	0.958178729171894	0.947636979805668	0.953760263571238
CST1	0.915957906930871	0.930665629691182	0.88718930894684	0.929143328131425	0.880857508076897	0.954444912006344	0.872186758170394	0.917650774541532	0.921664393947669
CST2	1.0865419310961	1.13767037089994	1.17313100958732	1.21083252722461	1.0372479489583	1.13223957032508	1.06760083494408	1.0817118963237	1.06314708412095
CST3	1.34089326287333	1.94111391190056	1.79422783412479	1.99150661408449	1.62483925159645	1.5610027163291	1.59319783144019	1.82356556428302	1.57452505331211
CST4	1.05696442438428	1.16750743797688	1.09743272759474	1.15448503492648	1.1228219057399	1.1674505784436	1.1274347489071	1.105052166303	1.13787472604222
CST5	0.980552299002939	0.961112988902108	0.972435021296809	0.971701798651388	0.960230716822561	0.935753372492519	0.990850366469606	0.977637409712501	0.956723139909037
CST6	0.908670820623356	0.910871055609109	0.891816638458711	0.902445839204965	0.908339009447195	0.93444853498965	0.87130547476467	0.857346704411631	0.917503403280948
CST7	1.3747385387937	1.58100263382205	1.89111847876629	1.61609812191957	1.99712445017626	1.18665017091878	1.16982421584878	1.11749344674069	1.18113481926619
CST8	1.0898873532947	1.10678374610035	1.09502471163896	1.12762216556425	1.09925056443368	1.11012379039741	1.08929755501973	1.07919996171763	1.05086224738782
CSTA	1.84634491822643	1.79610580780106	2.21605237827767	1.71596297899088	2.63098452184013	1.78926740622174	1.493045659193	2.10222845250021	1.6295411126215
CSTB	1.98244261827006	2.2492738422704	2.84244983689605	2.69415005578238	3.06570755178561	3.30067686102453	2.57005144408372	2.43366926021385	2.67722670671046
CSTF1	1.61756724161669	1.519107005696	1.74351599969716	1.45877442643963	1.18560588297773	1.45451344272676	1.7122052523763	1.74203858751343	1.50202842993358
CSTF2	1.63293922161164	1.55845279956229	1.6548075608961	1.6565078918702	1.47421106179601	1.67709769416642	1.77277811794122	2.06405967560555	1.62015389704758
CSTF2T	2.37851506363912	2.2229624091266	2.2258779539265	2.00174427641552	1.77975119644518	2.55707734275102	2.25043422010699	2.14406179288574	2.32075022767451
CSTF3	2.49202027784287	2.18669538446216	2.48314114180305	2.30734350912119	2.22183312842502	3.09528725463114	2.77437298465409	2.78644392383879	2.98225890121115
CT55	0.947972697148363	0.961130980716271	0.937756500949508	0.905167120296061	1.0316048969836	0.931573885948084	0.994329808934685	0.9538095458962	0.9635476109199
CT62	0.930775066029854	0.907302381776811	0.924307359694523	0.945304802738979	0.921842574818872	0.877871731937286	0.925149455573445	0.932447743686388	0.978423871997923
CTAG2	0.968448247960297	0.890391181243147	0.940395048457389	0.857174130667608	1.09298453147627	0.882254349269637	0.884394752406252	0.876947931705047	0.884354351505755
CTAGE1	0.958958163424987	0.923648397978917	0.906908211623646	0.89082681381069	0.954110065976047	0.922745169723768	0.966449200942753	0.899139686997579	0.990188627958314
CTAGE11P	0.89642444748846	0.892383154704702	0.899450292970015	0.887371196453933	0.918135029154499	0.901323048641614	0.940193294728276	0.878799573342131	0.876809820595867
CTBP1	3.05999256550031	3.60586999256688	3.64349385010512	3.55277114711116	3.92564128451794	3.32915549125499	3.59504342072275	4.30266488256239	3.94343626185382
CTBS	1.48381726504297	1.64140961946317	1.49219674760276	1.57431805926661	1.78235414421163	1.55737712511505	1.65539429945614	1.44530944617866	1.68356753185891
CTC1	1.20719927212471	1.26570997507598	1.23404441115364	1.19371689272106	1.22994924559141	1.33577360741305	1.45601664667536	1.27642820328468	1.28479484748274
CTCF	2.97429348586092	2.78300599756522	2.78564705626373	2.93059748080277	2.31867026901264	3.23041433998945	3.20004737932926	3.09913516043476	2.97117976832623
CTDNEP1	1.70399058646764	1.83342395964189	1.80018162772653	1.75024664762559	1.79718698184733	1.64700064366987	1.77960553132026	2.20462948123511	1.66462801605603
CTDP1	1.25903012524943	1.32559816957315	1.17479280542027	1.21908385972042	1.12853054712145	1.15835073363342	1.36238115720339	1.30710768987753	1.31739954574443
CTDSP1	1.6678257796174	1.68285685668594	1.5844004213274	1.56354567851396	1.74938070231751	1.603395678651	1.69689228133618	1.68751102504386	1.74163070653361
CTDSP2	2.69530252461279	3.3899257062754	3.05991689768284	3.00030568735911	3.81514664603727	3.46113692768589	3.28449008905059	2.85028838187937	3.34134599809782
CTDSPL	2.46261889977249	2.84823219745597	2.48476013530857	2.80419843964678	2.71113958924842	2.79660987140862	2.71205165023696	2.68668900093598	3.35287019815736
CTF1	0.998840323000852	0.971727433631228	0.918937440747291	0.995672075693037	0.960455911568256	0.989852966121074	0.964910788162246	0.964501670573874	1.03267337517905
CTGF	0.987975217680889	0.996578477334302	1.05773916767933	0.958117914810771	1.07801727380103	0.963941183351473	1.21289019866729	0.961504510166987	1.11251462538679
CTH	1.23014362775701	1.26237648972816	1.28730275992217	1.20595841337714	1.12561219701784	1.37394227853743	1.46960064808087	1.2308576859992	1.2346512174834
CTIF	1.26039478482853	1.1181353414247	1.09856739741831	1.03666495994522	1.07215899539748	1.13742756714551	1.16503173188891	1.18903757865101	1.11349915073046
CTLA4	0.894834700809395	0.957199557097287	0.915917143433603	0.898110083536077	1.04580665875622	0.929628631422074	0.90340666476509	0.945622348899007	0.993011471973571
CTNNA1	3.39429570541398	3.13993516518825	2.90309068089216	3.17913102166715	2.37700136577402	3.24244654412146	3.52560432123453	3.25674558624742	2.97728585095954
CTNNA2	0.968746189435832	0.970211306005524	0.995876215347168	0.925356133342419	0.966960773918269	0.944505621111558	0.920833804659348	0.991739679659743	0.916347602869961
CTNNA3	1.02219854372086	0.981889265166473	0.982502193456017	1.00613521779448	0.919173123109323	0.962175303980653	0.951759947703501	1.00783569418312	0.947820384763413
CTNNAL1	2.62869128119377	2.50912150913377	2.20393266777948	2.42958014815417	1.74199071122711	1.93385180477086	2.24725820350951	2.04263488713256	2.02399036340818
CTNNB1	1.87354949087196	2.16703017791479	1.88459442797613	2.12341004633865	1.51567792072631	1.81359797388745	2.08191274880113	1.51047234824742	1.98168328663927
CTNNBIP1	1.42377859453287	1.44529126785464	1.40018338052639	1.37523842050529	1.43391661953105	1.43025149484409	1.51820844681188	1.4005221019777	1.59452123782619
CTNNBL1	2.64259422243978	3.21605497439916	3.310159873591	3.7034642252442	2.79372132805209	3.44618553063443	3.28606556432939	3.31517922858196	3.24572571724047
CTNND2	0.876254830082913	0.896191425125421	0.908545873338106	0.90043016947407	0.896209816755182	0.926106098359829	0.944699463068084	0.928356256821577	0.903928365883207
CTNS	1.15772641396024	1.15117415005822	1.27788091875868	1.26604218287563	1.20488786794346	1.18402634939075	1.23187603027088	1.13577627531663	1.28869474803113
CTPS1	2.66964090609235	2.66978962094743	2.6344674089686	2.80775899275174	1.98971066489149	2.64226730743338	3.03102054970072	2.69590065654185	2.58696700461404
CTPS2	1.55100629307794	1.66582231960561	1.64549255230383	1.74851914188174	1.42694045689029	1.4810353416471	1.7018262974865	1.66269398689474	1.63668266195156
CTR9	2.49117040993601	2.2897193786822	2.33521208701189	2.53029127392082	2.08380491748062	2.38646862792234	2.75530063327828	2.59881712636548	2.4326900877031
CTRC	0.95646079029376	1.00728312810224	1.03591085268097	1.02553546462173	0.993356019023804	0.980248291038191	1.00009600780345	1.00024302998491	1.0181935770777
CTRL	0.978347692177571	0.948764414427441	0.930717158617348	0.929216341452134	0.92306952433125	0.904103961163292	0.960805790647109	0.969789760767196	0.989545421470895
CTSA	1.56391940372086	1.72484709047254	1.7974844943066	1.75924050791209	1.67481674920963	1.42143210168367	1.85193066999697	2.11603283687369	1.77129669304888
CTSB	2.68612338948633	2.10945442585312	2.3180348879223	2.33085673075461	1.75979050694818	2.15027636973401	2.29237997688683	2.52530484027225	2.18340102187316
CTSC	2.64990183964144	3.26360298591782	3.80196146620787	3.63607115226921	3.52830586830617	3.47301073751681	3.42282359034718	3.08036994270419	3.01734277163563
CTSD	0.957489850830681	0.959515730343226	0.98066343766207	0.943454694035969	0.953521054598225	0.91773560012279	0.968665268585808	1.01049897462011	0.904577816289449
CTSE	5.45713959157331	1.48409712216123	2.33887442416478	1.41425500284867	1.61803959984315	2.23760733956436	3.24216488309249	2.45551945934295	1.44329313744149
CTSF	1.39351166898927	1.55400437758132	1.57600719369485	1.49947398239602	1.36974564495483	1.42825509742189	1.41267090732048	1.2682706152497	1.59548465762837
CTSG	2.50366789362501	2.4136415730986	4.38268556497442	2.45017307961365	3.42370208397261	1.26677062057282	1.44761647531652	1.43594042981359	1.36783182129012
CTSH	1.10081784316703	1.15380296561275	1.29782291513704	1.51104707256336	1.09971225624621	1.61245529078583	2.30292452551871	1.8270504454357	1.32984946441924
CTSK	1.1009722791557	1.14105802536548	1.11189674322403	1.19138844526805	1.05281985917956	1.06764278333487	1.28597814495515	1.10146150531556	0.999901296862146
CTSL	4.46261604612806	1.87634418487813	1.89588256490812	2.01670637134394	1.47200714758473	2.04875755109296	2.04094019601529	3.26682755619172	1.28432940469725
CTSO	1.11965879161362	1.24167166100834	1.37165954973741	1.36044445169463	1.43175531370399	1.38718806068107	1.42606619588854	1.26229192161081	1.91460688470143
CTSS	1.37856749988413	1.60865938378226	2.09774502217774	1.7821149240118	1.68543135134936	1.53873905450972	1.614023430611	2.21679717042977	1.81841246230569
CTSV	1.16777272554876	1.11155211286357	1.05381498274606	1.06552328109574	1.0683887740346	1.07259512894094	1.04838686473721	1.14361196731104	1.01571777149147
CTSW	1.54394877023299	1.76499877639609	1.62822209831282	1.94821788762134	1.54121542601888	1.58546046427153	1.497157729495	1.63411774439327	1.91681857290935
CTSZ	1.62172728944253	1.27118731296617	1.21609945028495	1.01876151380906	1.03390515512156	1.17009602979502	1.25546024608842	1.51047210162557	1.30595394852464
CTTN	2.11389709185588	1.87024145730353	1.81761520248272	1.84602890712306	1.36708974724758	1.47098206847635	2.085990317163	2.15796381604975	1.41584719811098
CUBN	1.08476615698071	1.04577292577205	1.07450327748901	1.03027593360152	1.12693497674847	1.09413289956516	1.05122519193454	1.05600037881006	1.20804892086821
CUEDC1	0.992178337851638	0.972498861776875	0.998003298469196	0.972532004097454	0.942844533875115	0.929704162467211	0.99858203924896	0.928207555905778	0.962997298210583
CUEDC2	2.16949503829236	2.36222983547993	2.58951066849255	2.56826678628271	2.15906508892107	1.76437561650351	1.95735861866775	2.04757638744248	1.8999918776177
CUL1	2.08998746402577	2.02522598781262	2.27153309964325	2.30715700117558	1.96166489889321	2.19541169987676	2.19907815415843	2.48633204569688	2.38663479916171
CUL2	1.63237968587396	1.68588204403326	1.40195839989967	1.75661096100709	1.64359218844371	1.50753539541903	1.80280559317548	1.6514754257495	1.60832570990521
CUL3	4.35149932425944	4.48017213676328	3.98277134829477	4.53889363381623	4.36160506045389	4.45226075717673	4.60484923039567	4.88991072670336	4.49656526897643
CUL4A	2.9233755667926	2.45075742217177	2.51824115659695	2.51363330675907	2.571400621022	2.94947021439844	2.7618757330311	2.46754776607068	2.43146906131814
CUL4B	1.85955078341457	1.9535468481791	2.00351098975858	2.18349226608512	1.80984418363552	2.09855521148987	2.20503784629874	1.93796978648181	2.42487571584452
CUL5	4.21349720057427	3.77706311684157	3.30887770753852	3.81734664950067	3.57685605103825	4.34106939590657	3.69043604292921	4.09233342568535	4.02042223999341
CUL7	1.0918399850617	1.14996373128273	1.12389665871081	1.18430565283689	1.10872480120108	1.08615899172719	1.13739717411196	1.13100646196894	1.15395000922695
CUL9	1.17785718962522	1.29957352243938	1.31533044236862	1.2582805430994	1.16435680108734	1.17039750661461	1.28429895229202	1.18171664269542	1.15752295976842
CUTA	6.07729951889123	6.91575735734352	7.38137694166203	7.45768719257532	7.18552456244848	6.713259791713	5.63688723846361	6.36768241216029	5.86636703593783
CUTC	2.99287242018413	3.63275871603333	3.10251175287528	3.4969686278627	2.85117391343653	2.55472876734959	2.88015918315187	2.93378416769669	2.98308938411519
CUX1	2.4386196904111	2.92522221029501	2.51288094327732	2.66021190458894	3.1141658461768	3.10805078598628	3.0220627006747	2.73099908360008	3.29173980140226
CUX2	0.913523142985585	0.854188625582099	0.810138187682941	0.878242289859191	0.86297587345792	0.879190347420577	0.894369054680551	0.8326835887998	0.899797796404627
CWC25	1.67564945681869	1.50508647535906	1.50514871904743	1.5606635014589	1.50437871448901	1.71963446068135	1.81603138472436	1.81427092417777	1.9893637040316
CWF19L1	1.18258132702599	1.15547375659608	1.19791741839382	1.1186210994088	1.26337933935568	1.16721260355608	1.18546395185111	1.13303002549181	1.22676806158766
CWH43	1.03678079052857	0.981147871922566	0.980236745633077	0.946643163265208	0.952042346818926	0.964181418038555	0.933073730616284	0.96820721412315	0.947497235380726
CX3CL1	0.857125462759703	0.883228648459125	0.909034756364009	0.892677172441979	0.941390024102012	0.939042747129117	0.965047509432569	0.891750996383665	0.976326771021672
CX3CR1	1.21454271976491	0.973562966654642	1.10012190969283	0.96081361446195	0.957678167556356	0.988685739758952	1.08973852759315	1.36465599208437	0.998531840908517
CXCL10	1.16237010366215	1.06272267986524	1.0315782075401	1.06841096610005	1.07478618721249	0.99757597949084	1.05025833033023	1.29226410362188	1.23548743920389
CXCL11	0.875407810533468	0.871999530494476	0.851330079999152	0.853096772841846	0.83020517309573	0.852376119679872	0.845562173852544	0.94802939940452	0.949854031557424
CXCL12	0.9996625712813	1.04849955724604	1.00527038234546	1.02229481047533	1.06873463507466	1.04462123940242	1.0516271188813	1.00197393165807	1.06998971809571
CXCL13	0.930764805109624	0.855268552849395	0.86405566444977	0.876177226024866	0.878962280215914	0.866317088200212	0.885757392111416	0.857367897571463	0.898623074375745
CXCL14	0.795995138960149	0.800482634742361	0.807822976485218	0.832004258524586	0.806980739416757	0.795089269951824	0.791339350008497	0.826532029942003	0.810890652194673
CXCL2	1.94529343110034	2.36319429033786	2.5498285904188	4.21998576775194	2.39217348075829	2.06668074297728	1.95606089687997	1.64740428913808	2.91878572556434
CXCL3	1.33238199171848	1.62062400151984	1.77759540323195	2.74457047765897	1.79229528080431	1.48509772499467	1.44530978345547	1.1368440363443	1.64894158498972
CXCL5	0.975763219874932	0.945696445944235	0.913384501798405	0.968647811625516	0.881940823553683	0.871829035791516	0.934562857104688	0.943976980751193	0.928043663898589
CXCL6	0.874974310998381	0.9295585273837	0.885821513028666	0.908286704135601	0.863116053852589	0.931312650089663	0.949151648776488	0.943671613368003	0.947306623379826
CXCL8	2.06620516169715	2.94578481537645	3.22942210743959	4.43196807065299	2.48462813757189	2.21868392072779	2.6587994899001	1.90490453280229	3.07238377165292
CXCL9	1.07136377221694	1.04978577148281	1.0263872446491	1.00062912028651	1.12107290018731	1.10707149387873	1.07774245387893	1.1648615564856	1.16300311244587
CXCR1	1.12363400499811	1.17629811752415	1.12099850179894	1.16676260944394	1.15591239240952	1.09167466121792	1.09278099532416	1.12513804327275	1.12374587935538
CXCR2	0.917748894542408	0.911747622571414	0.93429298446009	0.92455812280559	0.943793947338649	0.93619274350593	0.92959369866184	0.914614564938931	0.960211880319426
CXCR3	1.02371066814612	0.929283309961832	0.909805227360672	0.967622829049026	0.940398911657356	0.927705258648586	0.946323020784159	0.945950046733148	0.99405095948535
CXCR4	2.56777537710907	3.32042665483665	4.75742260905366	4.1896057147398	5.61829914838823	3.07646832287068	3.32055258750376	2.23406391532101	5.0122157735098
CXCR5	1.01736422121322	1.01141429509886	1.01473846319143	0.978704083676158	1.1010189068944	0.97662121981844	1.07227308622216	0.980743502700572	1.01365695877953
CXCR6	0.924972331697852	0.95456602095939	0.941033207246061	0.935315765790626	0.96104968564994	1.00345846352343	0.959848849733505	0.956840197456246	0.954752098613607
CXorf21	1.33222587901763	1.39905960170772	1.45100180313915	1.31433000429294	1.36755713014582	1.34568634722598	1.38661412094886	1.22887438269602	1.44737837982807
CXorf36	1.0995250791527	1.0625266955931	1.08270963011132	1.08515096208243	1.15863938006079	1.11061102377628	1.11889413758746	1.10519733108221	1.08445846026008
